symbol,sex,statistic_diet,p.adj_diet
Fam204a,F,2.397540254,0.046
Fam241a,F,2.670570713,0.038
Fam72a,F,-2.777547229,0.025
Fam78b,F,2.580530281,0.033
Fam81a,F,3.666307949,0.004
Fam83d,F,2.302925599,0.045
Fancc,F,2.466313671,0.033
Farsb,F,2.61603569,0.044
Fastkd2,F,4.068399639,0.004
Fbh1,F,2.780627164,0.02
Fbxl17,F,4.198449971,0.002
Fbxl5,F,2.587632073,0.046
Fbxo7,F,4.165232174,0.006
Fer,F,2.955645716,0.019
Fez2,F,2.537011089,0.044
Fgd2,F,2.911887488,0.023
Fhip1b,F,2.989094463,0.019
Fhit,F,2.418089937,0.036
Ficd,F,2.367049141,0.04
Fmc1,F,4.985363877,0.003
Fmn2,F,3.822507317,0.004
Fmnl2,F,2.388886872,0.043
Fmo5,F,2.468635844,0.046
Fnbp1l,F,2.763508963,0.039
Fpgs,F,-2.513529405,0.038
Fryl,F,2.735175791,0.022
Frzb,F,2.464040668,0.042
Fsbp,F,3.930794383,0.003
Fubp1,F,2.911026625,0.03
Fut8,F,2.630113904,0.028
Fyco1,F,2.463663683,0.041
Fzd3,F,2.980776718,0.027
Gabpb2,F,2.547828697,0.032
Gabra5,F,2.584993857,0.036
Gabrb1,F,2.349327913,0.048
Gabrb3,F,2.52740895,0.046
Galm,F,2.482652862,0.035
Galnt11,F,3.31413007,0.014
Galnt3,F,2.46847857,0.034
Gart,F,2.402397953,0.045
Gata3,F,2.314722761,0.046
Gatb,F,2.723032859,0.021
Gatm,F,2.841506152,0.025
Gbp2,F,3.700645422,0.004
Gca,F,2.713180478,0.029
Gcc2,F,2.646397261,0.039
Gcnt2,F,2.794951162,0.024
Gemin8,F,4.637406078,0.001
Gfm2,F,2.371064195,0.039
Gfy,F,-2.297924651,0.049
Ggh,F,2.87521601,0.023
Gins2,F,2.430964039,0.038
Gjc1,F,-2.838084466,0.018
Gkap1,F,3.334151956,0.014
Gldc,F,3.109254418,0.017
Gls,F,2.66338741,0.042
Gm10297,F,-3.031075669,0.029
Gm12394,F,3.558871742,0.006
Gm12928,F,2.806480884,0.037
Gm14326,F,2.877407288,0.02
Gm14391,F,2.304184334,0.048
Gm14853,F,2.535636237,0.039
Gm17194,F,3.53662023,0.007
Gm17875,F,2.331641783,0.044
Gm17970,F,2.378518409,0.039
Gm2000,F,2.371892589,0.043
Gm20661,F,2.514610936,0.031
Gm2436,F,-2.894730701,0.033
Gm27029,F,4.112597706,0.006
Gm28043,F,4.366951781,0.002
Gm29695,F,4.020933298,0.003
Gm3248,F,2.5955849,0.038
Gm3257,F,2.832568983,0.018
Gm3264,F,2.492459613,0.034
Gm3488,F,2.739197165,0.031
Gm43517,F,2.556818903,0.029
Gm43540,F,3.048434816,0.015
Gm44578,F,3.114599178,0.016
Gm44715,F,2.368555478,0.042
Gm45844,F,3.09654597,0.013
Gm47446,F,2.790313401,0.019
Gm47932,F,2.45492007,0.035
Gm47951,F,2.872209283,0.018
Gm47968,F,3.483313616,0.007
Gm48132,F,2.481425978,0.047
Gm48365,F,3.02921165,0.013
Gm48391,F,2.383796667,0.045
Gm48493,F,2.503971087,0.032
Gm49273,F,3.246484986,0.013
Gm49328,F,3.02996449,0.018
Gm5380,F,2.269292237,0.047
Gm6641,F,2.96040908,0.015
Gm6756,F,3.333462429,0.013
Gm7336,F,3.875370799,0.003
Gnptab,F,2.883529758,0.025
Golph3l,F,2.621987687,0.03
Gpatch2,F,2.432713656,0.035
Gpc3,F,4.620147759,0.002
Gpd2,F,2.515397463,0.046
Gpr139,F,2.689722674,0.029
Gpr37,F,2.296498736,0.045
Gpr84,F,-2.339754595,0.041
Gpr89,F,3.474142838,0.007
Gpt2,F,3.257747532,0.015
Grb14,F,2.645774897,0.025
Grin2a,F,3.168279299,0.015
Grin3a,F,2.607458688,0.038
Grip1,F,3.560274584,0.005
Grm3,F,2.39307036,0.04
Gsap,F,3.661396018,0.005
Gstp2,F,3.03711573,0.013
Gstz1,F,2.357085366,0.04
Gtdc1,F,3.20172759,0.022
Gtf2a1l,F,3.037980875,0.014
Gtf2i,F,4.298810669,0.003
Gucy1a2,F,2.397321342,0.038
H1f3,F,3.577444952,0.008
H2-Bl,F,-3.343054101,0.008
H2ac25,F,3.488597261,0.006
H3c14,F,2.702169143,0.022
Hacd1,F,2.430420141,0.041
Hadh,F,2.767056233,0.03
Hat1,F,2.588096647,0.042
Hcar1,F,3.240697567,0.009
Hdac9,F,2.791124398,0.036
Heatr1,F,2.515797675,0.042
Heatr5a,F,3.075831791,0.012
Heatr5b,F,3.520735362,0.007
Heatr6,F,2.509267032,0.035
Hectd1,F,2.653190642,0.024
Hecw2,F,3.123065075,0.011
Helz,F,2.952815287,0.015
Herc1,F,4.70976029,0.001
Herc2,F,2.363860614,0.04
Herc4,F,2.708327317,0.039
Hfe,F,2.517315206,0.031
Hibadh,F,2.679286721,0.036
Hif3a,F,2.827274486,0.022
Hikeshi,F,2.858570257,0.031
Hivep3,F,2.870074192,0.017
Hltf,F,3.049376595,0.023
Hmgn3,F,2.630352828,0.038
Hnrnpr,F,2.921479164,0.022
Hnrnpu,F,2.559864841,0.047
Homer2,F,4.24544052,0.002
Hpcal4,F,3.010326574,0.025
Hpf1,F,2.429474571,0.048
Hs6st3,F,-2.485099513,0.037
Hspa2,F,2.69045255,0.023
Htt,F,2.437861639,0.035
Huwe1,F,3.112442699,0.011
Iah1,F,4.490840504,0.001
Iars,F,2.92785695,0.016
Ifih1,F,2.663341103,0.027
Ifitm7,F,3.117038057,0.012
Ift122,F,2.897929482,0.016
Ift52,F,2.447935651,0.036
Ift80,F,2.803924505,0.024
Ift81,F,2.917645955,0.017
Iftap,F,3.250531757,0.015
Igbp1,F,2.361572365,0.042
Igf1r,F,3.144300865,0.011
Igsf11,F,4.49049829,0.001
Ikbip,F,2.414274679,0.042
Ikbkb,F,4.096381874,0.002
Ikzf1,F,3.226650868,0.01
Il18,F,3.078257837,0.016
Il18r1,F,2.429587284,0.036
Il1r1,F,2.855403616,0.021
Il33,F,4.975652514,0.000588
Ildr2,F,2.957438909,0.021
Inhba,F,2.592151571,0.033
Ino80d,F,4.591779422,0.002
Insr,F,2.262034592,0.048
Ints4,F,2.891461744,0.019
Ints6l,F,2.455812931,0.047
Ints9,F,-2.270964751,0.047
Invs,F,2.663519826,0.029
Ipo9,F,3.481862635,0.006
Iqck,F,2.648328379,0.034
Iqgap1,F,2.354811033,0.048
Irs1,F,-2.43366537,0.044
Irx5,F,-2.446961566,0.045
Itga4,F,3.300573128,0.012
Itm2a,F,3.198036127,0.017
Itpr2,F,2.284876142,0.047
Itsn1,F,2.815954443,0.018
Itsn2,F,2.562017808,0.041
Jmjd1c,F,2.446201275,0.036
Jph1,F,-2.246767215,0.048
Jpt1,F,2.975521444,0.014
Kbtbd11,F,2.663895796,0.034
Kcna2,F,3.137997303,0.011
Kcna4,F,2.906738207,0.02
Kcnb2,F,5.36697052,0.000616
Kcnc2,F,2.440445433,0.049
Kcnd2,F,2.665219453,0.038
Kcnd3,F,2.535742627,0.034
Kcnj3,F,2.41953529,0.038
Kcnj6,F,2.496205594,0.034
Kcnk9,F,2.404107552,0.044
Kcnn3,F,2.535500976,0.034
Kcnq3,F,2.557441068,0.034
Kctd14,F,3.523756346,0.008
Kctd18,F,2.303758588,0.045
Kctd4,F,2.379985996,0.045
Kdm7a,F,2.432748471,0.046
Khdrbs1,F,2.538581038,0.046
Khdrbs3,F,3.131673372,0.011
Kidins220,F,3.545218075,0.006
Kif26b,F,2.829053337,0.023
Kif3a,F,2.520473378,0.035
Klf9,F,2.584538392,0.035
Klhl1,F,2.958627278,0.019
Klhl31,F,2.882892137,0.017
Klhl4,F,2.663578272,0.039
Klre1,F,4.146465001,0.002
Kmt2c,F,3.468820647,0.007
Krt10,F,2.649388897,0.025
L3hypdh,F,4.086058264,0.006
Lactb2,F,2.828481956,0.024
Lancl1,F,2.577336518,0.038
Lck,F,-2.375376096,0.047
Lclat1,F,2.387023009,0.047
Ldah,F,2.607368038,0.045
Ldb2,F,2.731953053,0.027
Ldb3,F,3.346720572,0.011
Ldlrad4,F,2.959140552,0.017
Lemd1,F,2.515612716,0.031
Leng1,F,-2.305591855,0.044
Lifr,F,2.885119991,0.024
Limch1,F,2.300068505,0.044
Lin7a,F,2.496817232,0.042
Lmntd1,F,2.728818358,0.021
Lnpep,F,2.423974166,0.044
Lonp2,F,2.678071441,0.032
Lpar1,F,2.242576614,0.049
Lpar2,F,-2.436270673,0.035
Lpar4,F,3.412220273,0.016
Lrat,F,2.785756973,0.02
Lratd1,F,2.756038528,0.021
Lrp1b,F,3.275092157,0.009
Lrrc42,F,2.289402501,0.049
Lrrc49,F,2.635403349,0.028
Lrrc55,F,3.383915724,0.007
Lrrc74b,F,2.448461587,0.035
Lrrtm3,F,3.073313468,0.012
Lsm2,F,2.707328338,0.024
Ltv1,F,2.615256193,0.028
Luc7l,F,3.58078555,0.008
Lum,F,3.691420312,0.004
Ly6a,F,2.782621005,0.024
Ly6e,F,2.699185102,0.022
Lysmd2,F,2.630934778,0.033
Lyst,F,2.495666003,0.035
Macf1,F,3.561515173,0.006
Magee2,F,2.559873592,0.029
Magi1,F,2.707689321,0.03
Maml3,F,2.749505516,0.026
Map1b,F,2.598713223,0.028
Map1lc3b,F,2.606072794,0.047
Map3k1,F,2.531609691,0.039
Map3k20,F,3.947204755,0.007
Map3k5,F,2.313618812,0.048
Map7,F,2.908035137,0.018
Mapk10,F,3.002683374,0.017
Mark1,F,3.399395338,0.011
Mbd5,F,2.296025325,0.047
Mboat1,F,2.306995843,0.047
Mccc1,F,2.576390418,0.031
Mcm2,F,-2.385479292,0.041
Mcph1,F,2.357826286,0.04
Mcts1,F,2.54404945,0.046
Mcur1,F,2.467567472,0.04
Mdm4,F,3.224354016,0.01
Me1,F,2.91787854,0.029
Mecp2,F,3.274727726,0.013
Med14,F,3.036921799,0.024
Med18,F,2.956436238,0.016
Medag,F,2.348960531,0.041
Meis1,F,2.723409583,0.038
Mest,F,2.853178352,0.021
Met,F,3.022079412,0.021
Metap1d,F,2.823397069,0.024
Mettl13,F,2.875722471,0.024
Mettl15,F,3.56988819,0.009
Mettl16,F,3.132506707,0.013
Mettl4,F,2.875597163,0.021
Mettl8,F,4.130304793,0.007
Mfn1,F,2.502451568,0.036
Mfsd4b4,F,2.485242167,0.035
Mfsd8,F,3.458000309,0.008
Mgat4a,F,2.637209247,0.035
Mgat5,F,3.733807671,0.004
Mkln1,F,2.344010092,0.047
Mkrn3,F,2.863694798,0.017
Mlh1,F,2.488735766,0.038
Mllt3,F,3.02620566,0.016
Mmachc,F,2.574419542,0.028
Mmp16,F,3.216389547,0.009
Mob3b,F,3.178614118,0.011
Mon1b,F,2.750096836,0.022
Mon2,F,3.217334898,0.017
Mplkip,F,3.041818686,0.014
Mppe1,F,3.658557192,0.006
Mpped2,F,2.434148676,0.044
Mro,F,2.975575175,0.017
Mrpl17,F,5.150883756,0.002
Mrpl30,F,2.493755559,0.042
Mrpl36,F,2.527117842,0.032
Mrpl45,F,3.007795454,0.024
Mrps14,F,2.617163588,0.037
Mrps27,F,3.885450914,0.006
Mrps36,F,2.726484447,0.037
Msh2,F,2.722577858,0.027
Mst1r,F,-2.859352024,0.022
Mtcp1,F,3.376954592,0.015
Mtmr11,F,2.61518168,0.027
Mtor,F,2.609847612,0.032
Mtrex,F,2.518127041,0.048
Mx2,F,4.428602253,0.002
Myadm,F,2.658452763,0.026
Mycbp2,F,4.663043812,0.001
Myo3b,F,3.001374264,0.013
Myo5a,F,2.284957967,0.047
Myo6,F,3.728855172,0.008
Myo9a,F,2.746034445,0.025
Myt1,F,3.173248361,0.017
Myt1l,F,2.382153626,0.041
N4bp2,F,2.600049947,0.035
N4bp2l2,F,2.712579627,0.04
Nanos2,F,-2.439886903,0.039
Nars2,F,2.613358231,0.037
Nat2,F,2.676391377,0.028
Nav2,F,2.969180814,0.018
Nbas,F,4.958097709,0.000753
Nbea,F,2.384679711,0.038
Ncf2,F,2.727312913,0.022
Nckap1l,F,3.452169144,0.014
Ncoa2,F,2.565682126,0.038
Ncor1,F,3.880736183,0.003
Ndnf,F,3.578522063,0.006
Ndufa9,F,2.591233701,0.03
Ndufaf1,F,2.626682134,0.032
Ndufb2,F,2.439350407,0.042
Nectin3,F,3.476075026,0.014
Nek1,F,2.591141437,0.04
Nek4,F,3.439140173,0.01
Nek9,F,3.090476922,0.017
Neo1,F,2.654812081,0.03
Net1,F,2.28032098,0.048
Neu3,F,2.916046671,0.021
Neurl3,F,2.374288961,0.043
Nexmif,F,2.372168283,0.044
Nf1,F,2.975994354,0.016
Nfat5,F,2.447603292,0.039
Nfib,F,2.920074451,0.019
Nherf4,F,-3.961945132,0.003
Nhlrc2,F,2.371412471,0.039
Nhsl2,F,2.671877953,0.024
Nipa1,F,2.664110233,0.035
Nit2,F,3.146818597,0.011
Nkap,F,2.713878209,0.035
Nkx6-1,F,2.524748032,0.042
Nlrc4,F,3.243659466,0.01
Nlrp5-ps,F,3.116222582,0.011
Nme2,F,2.427390961,0.038
Nme3,F,2.480003645,0.033
Nmur2,F,2.972888022,0.015
Nodal,F,2.829746051,0.02
Nol4,F,2.46936694,0.045
Nopchap1,F,2.467867343,0.043
Npffr1,F,2.301934434,0.047
Npm2,F,-2.98030612,0.016
Nppa,F,-2.989683209,0.014
Npy5r,F,2.535078418,0.036
Nr2c2,F,2.440833345,0.044
Nr2f2,F,3.068378176,0.024
Nras,F,2.700404767,0.039
Nrcam,F,3.224978375,0.009
Nrdc,F,3.207189666,0.014
Nrep,F,3.049777554,0.025
Nrg1,F,3.206396837,0.018
Nrm,F,2.343991665,0.041
Nrros,F,2.368466845,0.04
Nsd1,F,2.728920902,0.023
Nsd2,F,2.497158669,0.034
Nsmaf,F,3.070936409,0.015
Nsun6,F,2.899229037,0.017
Ntrk3,F,2.842512341,0.019
Nudt16,F,3.274314019,0.008
Nup205,F,3.382149007,0.019
Nvl,F,2.596027306,0.032
Nwd1,F,3.297450998,0.011
Nwd2,F,2.741570782,0.022
Nxnl2,F,-2.263952363,0.047
Oas2,F,2.582521631,0.028
Oaz1,F,2.798726869,0.032
Oaz3,F,4.955024427,0.002
Obscn,F,-3.814857578,0.007
Odad4,F,2.612341594,0.027
Ogt,F,2.842922336,0.03
Olfml1,F,2.497156968,0.032
Ophn1,F,2.984152325,0.014
Or10d5,F,3.07533653,0.02
Or10p1,F,2.555833178,0.029
Or12j5,F,3.022654431,0.013
Or14j4,F,2.501552102,0.031
Or2ak5,F,2.737323916,0.022
Or2h2,F,2.666841275,0.024
Or2t1,F,3.342872717,0.01
Or2y1,F,3.205645517,0.01
Or4d2b,F,2.522547033,0.032
Or4k36,F,2.393488961,0.042
Or4s2,F,2.316504631,0.043
Or51ab3,F,2.762911345,0.023
Or52w1,F,-2.910501842,0.024
Or5a21,F,2.555841915,0.035
Or5b122,F,2.414142895,0.037
Or7d10,F,3.368954197,0.011
Oxct1,F,2.850615237,0.032
Oxnad1,F,3.048208998,0.013
P2rx2,F,3.868597719,0.004
Pabpc1,F,2.375852206,0.042
Padi2,F,2.849026435,0.024
Pafah2,F,2.447335565,0.042
Pak3,F,2.526000765,0.046
Pak5,F,2.693118471,0.023
Panx1,F,2.977078608,0.02
Pappa,F,2.91893855,0.02
Paqr5,F,2.412249182,0.037
Paqr8,F,3.370252264,0.014
Parg,F,2.967859535,0.015
Parp12,F,2.336249229,0.046
Parp2,F,2.756937498,0.02
Pbx1,F,2.87251278,0.019
Pbx3,F,2.805837197,0.02
Pcdh10,F,2.640366093,0.041
Pcdh19,F,2.483916082,0.047
Pcdha1,F,2.535242433,0.044
Pcdha6,F,3.12996206,0.011
Pcdhb15,F,2.566882458,0.038
Pcdhb22,F,3.009993841,0.015
Pcdhb4,F,2.949877877,0.016
Pcdhb6,F,3.209814081,0.009
Pclo,F,3.01813518,0.016
Pcnx,F,3.861736409,0.004
Pcsk9,F,-2.639784423,0.028
Pcyt1b,F,3.089395689,0.012
Pde1c,F,2.923587346,0.017
Pde3a,F,2.419376422,0.043
Pde4d,F,2.380624343,0.039
Pdgfc,F,2.541354149,0.037
Pdlim1,F,2.588370093,0.027
Pdpk1,F,2.51887649,0.047
Pdpr,F,2.310927806,0.047
Pecr,F,2.331157219,0.046
Peli2,F,2.640749361,0.03
Pex1,F,3.47979476,0.011
Pex11a,F,2.31252624,0.046
Pfkp,F,2.843798822,0.018
Pgap1,F,2.483729022,0.044
Pgbd1,F,2.82735241,0.021
Phactr2,F,3.666420753,0.01
Phf21b,F,-2.308228539,0.044
Phip,F,2.426202163,0.043
Phka2,F,2.520250144,0.033
Phkb,F,2.789492882,0.031
Phlpp1,F,3.339602052,0.008
Phtf1,F,2.81139278,0.024
Pid1,F,2.916833349,0.018
Piezo2,F,2.540342206,0.03
Pigb,F,2.414155791,0.036
Pigg,F,2.646779844,0.027
Pign,F,2.497241828,0.047
Pigq,F,3.180116508,0.013
Pik3c3,F,3.206318275,0.015
Pip4k2a,F,3.410932865,0.014
Pitpnc1,F,2.610383172,0.026
Pitrm1,F,2.366377561,0.042
Pkd2,F,2.370902401,0.041
Pkd2l1,F,-2.559911118,0.028
Pknox1,F,3.195337993,0.018
Pla2g4a,F,2.261524182,0.048
Pla2g6,F,3.012127622,0.02
Pla2g7,F,2.616210967,0.037
Plaat3,F,3.17789996,0.014
Plcb4,F,2.629497079,0.039
Plcl1,F,2.411530715,0.043
Plcxd2,F,2.637512529,0.036
Pld1,F,2.540332799,0.031
Plekha1,F,3.043286598,0.016
Plekha5,F,2.694168811,0.028
Plekhh2,F,2.316343997,0.043
Plekho2,F,-3.119206091,0.013
Plod2,F,2.977957565,0.014
Plpp3,F,3.104990273,0.012
Plppr5,F,2.809943779,0.025
Pls1,F,2.498550948,0.038
Plxdc2,F,2.863341323,0.018
Pm20d1,F,2.471573301,0.033
Pnisr,F,2.764415232,0.033
Pnma2,F,2.361621649,0.043
Pofut1,F,2.562020348,0.029
Polb,F,3.736591575,0.006
Pold3,F,2.318855715,0.043
Pole4,F,2.869558188,0.032
Pot1a,F,3.400367414,0.01
Ppcdc,F,3.641055036,0.005
Ppfibp1,F,3.014575872,0.02
Ppil3,F,2.471682775,0.034
Ppip5k1,F,4.443493342,0.003
Ppm1e,F,2.901588746,0.03
Ppp1cc,F,2.384496106,0.049
Ppp1r12b,F,2.556585959,0.038
Ppp1r16b,F,2.563242056,0.029
Ppp1r9a,F,2.369216116,0.043
Ppp2r5e,F,2.549277735,0.044
Ppp6r3,F,2.73849494,0.035
Ppwd1,F,2.310329866,0.044
Prdm15,F,2.443426111,0.04
Prdm5,F,4.086261178,0.005
Prelid1,F,2.952494414,0.027
Prkab2,F,2.713754139,0.029
Prkcq,F,2.588457913,0.03
Prkdc,F,3.288943289,0.013
Prl8a1,F,2.625357339,0.033
Prlr,F,2.529384252,0.039
Prokr2,F,3.300097033,0.013
Prom1,F,3.43000351,0.014
Prr11,F,3.693535765,0.009
Prrc1,F,2.634445893,0.04
Prrg3,F,3.009792227,0.02
Prune2,F,3.453232762,0.014
Psd3,F,2.657174588,0.033
Psg16,F,2.624435066,0.034
Psme4,F,2.49877874,0.044
Ptcd2,F,2.941625002,0.016
Ptchd4,F,2.414643611,0.038
Pth2r,F,3.562291595,0.007
Ptk2,F,3.972046256,0.003
Ptpdc1,F,2.754815883,0.036
Ptpn13,F,3.046798106,0.014
Ptprc,F,3.242039281,0.009
Ptprd,F,2.944230354,0.015
Ptpro,F,3.317051807,0.013
Pum3,F,2.778565868,0.021
Pura,F,2.954420026,0.017
Pxk,F,2.577714367,0.034
Pygo1,F,2.899876616,0.022
Pyurf,F,3.950016395,0.003
Pzp,F,2.61819494,0.026
R3hdm1,F,2.475664091,0.037
Rab28,F,2.530380419,0.045
Rab2b,F,2.708623429,0.036
Rab3gap1,F,2.888239391,0.024
Rab3gap2,F,3.04690033,0.022
Rab5if,F,2.826761993,0.034
Racgap1,F,2.68436629,0.027
Rad1,F,2.458507146,0.045
Ralgapa2,F,2.247673208,0.049
Ralgapb,F,3.02724542,0.014
Ralgps2,F,2.720873065,0.041
Ranbp9,F,2.475789874,0.046
Rapgef2,F,2.825075304,0.026
Rars2,F,2.922501638,0.025
Rasa2,F,2.748812237,0.038
Rasgrf2,F,2.813695051,0.029
Rassf4,F,2.746559337,0.024
Rassf7,F,-3.911140969,0.003
Rassf8,F,3.527536018,0.01
Rb1,F,3.432522092,0.014
Rbak,F,2.664452622,0.036
Rbm12,F,2.366982994,0.049
Rbm4,F,2.283421613,0.048
Rbm43,F,2.469666008,0.047
Rbm47,F,4.927351795,0.001
Rbm4b,F,3.119180944,0.024
Rbm5,F,2.673614073,0.038
Rbmx2,F,-2.826143375,0.024
Rbpms,F,2.499393603,0.034
Rc3h1,F,2.395612471,0.048
Rcbtb2,F,2.489499777,0.039
Reep3,F,2.528052348,0.049
Rel,F,2.684378438,0.023
Rfc1,F,3.676406234,0.008
Rgs20,F,2.457237237,0.034
Rgs6,F,3.211575948,0.01
Rgs7,F,2.46494068,0.035
Rheb,F,2.644967993,0.042
Rhoh,F,2.551521683,0.029
Ric1,F,2.500082687,0.049
Riiad1,F,-2.519402527,0.049
Rimklb,F,3.057554668,0.023
Riox2,F,3.764266826,0.004
Rmdn1,F,2.657066306,0.043
Rmnd1,F,2.922808212,0.015
Rnasel,F,2.646876141,0.031
Rnf130,F,2.598790661,0.034
Rnf20,F,2.765819414,0.029
Rnf213,F,3.089952837,0.013
Rnpep,F,2.695399896,0.024
Robo2,F,3.097804676,0.017
Robo4,F,-2.515617981,0.038
Rpgrip1l,F,2.606657927,0.042
Rpl31-ps8,F,2.306532172,0.045
Rps12,F,2.274489459,0.046
Rps16,F,2.376318565,0.041
Rrm1,F,3.044263386,0.02
Rsf1,F,2.41662452,0.036
Rskr,F,2.503379001,0.032
Rwdd1,F,2.890544801,0.021
Rwdd2b,F,2.842610975,0.019
Rxrg,F,2.697828778,0.025
Ryr2,F,2.497811569,0.037
S100a10,F,2.482802466,0.038
S1pr1,F,2.586483195,0.029
Sacs,F,2.491388488,0.036
Sbno1,F,2.6098634,0.035
Scaper,F,3.143139829,0.012
Scrn3,F,2.663436386,0.038
Sec22a,F,2.875460048,0.02
Selenoi,F,2.546767522,0.039
Sema5a,F,2.937727801,0.017
Septin10,F,2.545066971,0.03
Septin11,F,2.505930581,0.033
Serinc5,F,3.032233408,0.016
Serpinb6b,F,3.480812092,0.007
Serpind1,F,2.317047929,0.043
Sesn3,F,2.665587257,0.028
Setd4,F,2.311889955,0.048
Setx,F,3.328766425,0.008
Sfpq,F,2.498554539,0.032
Sft2d2,F,2.72587462,0.027
Sfxn4,F,3.755443312,0.007
Sgce,F,2.425266457,0.036
Sh3kbp1,F,2.436630778,0.044
Shisa6,F,3.079556992,0.014
Shisa9,F,3.439602355,0.007
Shq1,F,2.768137642,0.025
Shroom2,F,3.046463392,0.027
Siae,F,3.634008447,0.005
Sirt5,F,2.534371659,0.034
Slamf6,F,3.834106459,0.004
Slc12a2,F,2.647059877,0.04
Slc12a6,F,2.476584401,0.043
Slc15a2,F,2.346783106,0.041
Slc16a7,F,2.823069267,0.02
Slc1a2,F,2.523836678,0.035
Slc22a15,F,2.408440589,0.043
Slc24a2,F,2.555707938,0.031
Slc25a12,F,2.499751957,0.035
Slc25a26,F,3.219539629,0.016
Slc25a27,F,2.546790648,0.038
Slc25a45,F,2.405360377,0.041
Slc25a48,F,2.27272326,0.046
Slc26a4,F,-2.337926472,0.045
Slc30a10,F,4.258593523,0.002
Slc30a6,F,2.474047045,0.043
Slc35b4,F,3.03121541,0.026
Slc35e3,F,2.476232769,0.047
Slc35g1,F,2.447155106,0.039
Slc38a6,F,2.478492306,0.046
Slc43a2,F,2.420254774,0.036
Slc43a3,F,2.482915278,0.034
Slc4a4,F,2.999331176,0.02
Slc7a11,F,2.958970695,0.015
Slc8a1,F,2.767196963,0.029
Slc9b2,F,3.029711408,0.015
Slit2,F,2.591212618,0.034
Sltm,F,2.523145293,0.03
Slx4ip,F,2.481737447,0.041
Smap1,F,3.309631987,0.017
Smarca1,F,2.555906655,0.042
Smarcal1,F,2.976324084,0.014
Smarcb1,F,3.372805192,0.009
Smchd1,F,2.847380356,0.028
Smco4,F,2.837313853,0.031
Smg1,F,2.59894566,0.04
Smim18,F,3.212829061,0.013
Smim20,F,2.894665112,0.017
Smim26,F,2.553892074,0.046
Smim3,F,2.613096756,0.028
Snapc3,F,2.91537852,0.031
Snapin,F,2.727365516,0.021
Snrnp200,F,2.876529184,0.016
Snx1,F,2.302798704,0.044
Snx7,F,2.698553971,0.03
Soat1,F,2.838071075,0.03
Socs5,F,2.541778517,0.048
Son,F,2.582382903,0.028
Sorl1,F,3.496478416,0.006
Sos1,F,2.544722904,0.043
Sp110,F,2.464568551,0.039
Spata1,F,2.86977045,0.019
Spats2l,F,2.931474308,0.026
Spcs1,F,2.502129733,0.046
Specc1,F,3.325751035,0.008
Speer6-ps1,F,-3.129516515,0.013
Spef2,F,3.010695346,0.02
Spice1,F,3.428068596,0.007
Spidr,F,2.519539642,0.035
Sptbn1,F,2.812891307,0.019
Sptssb,F,4.118992948,0.004
Srek1,F,2.527158845,0.043
Srgap2,F,2.253854169,0.048
Srr,F,2.510488024,0.034
Srrm1,F,3.352405232,0.01
Srsf9,F,2.413517935,0.038
Ssbp2,F,2.587460349,0.037
St18,F,2.977287548,0.017
Stap1,F,2.284624923,0.048
Stard3nl,F,2.700949867,0.028
Stat1,F,2.479320771,0.033
Stat5a,F,-2.351302118,0.044
Stk-ps2,F,2.313167182,0.044
Stk26,F,2.513120062,0.045
Stk38,F,2.60473734,0.029
Stmp1,F,-2.480529189,0.033
Strbp,F,3.258716535,0.019
Stx16,F,2.654475821,0.031
Stxbp3,F,2.472059603,0.043
Stxbp4,F,2.418226399,0.044
Sulf1,F,3.30289829,0.008
Supt20,F,2.445498147,0.047
Supt3,F,2.414493207,0.038
Syde2,F,2.354729563,0.04
Syn1,F,2.550487565,0.031
Syne2,F,2.275611694,0.047
Synj2,F,2.535542076,0.032
Synpr,F,2.690255292,0.04
Syt17,F,2.445862437,0.042
Taf9,F,2.554094315,0.032
Tasor,F,3.205028832,0.021
Tatdn1,F,2.496411943,0.037
Tatdn3,F,2.870609567,0.024
Tbc1d10c,F,-2.509161286,0.033
Tbc1d14,F,2.651797198,0.033
Tbc1d19,F,2.735866044,0.039
Tbc1d32,F,2.95902874,0.028
Tcaim,F,2.446378643,0.047
Tcea2,F,2.464010386,0.042
Tcerg1l,F,4.297186378,0.002
Tcf4,F,2.574445612,0.037
Tdrd3,F,2.436535958,0.039
Tdrkh,F,3.31634095,0.015
Tecta,F,-2.657000963,0.029
Tefm,F,2.349284173,0.044
Tenm1,F,2.70448707,0.026
Terf2,F,2.848218466,0.028
Tex2,F,2.892940494,0.019
Tfcp2,F,2.569376339,0.037
Tfg,F,2.703092617,0.035
Tfpi,F,2.898411702,0.017
Thada,F,3.901425539,0.003
Thap6,F,2.780765689,0.036
Thnsl2,F,2.29756224,0.046
Thoc2,F,2.507962262,0.048
Tia1,F,2.977214019,0.022
Tigd4,F,2.870641294,0.017
Tll1,F,3.739167227,0.004
Tm7sf3,F,2.67083771,0.043
Tmbim1,F,2.264760901,0.048
Tmc3,F,2.491200842,0.033
Tmem116,F,-2.64611627,0.026
Tmem14a,F,2.323121432,0.047
Tmem154,F,3.022005571,0.014
Tmem167,F,2.68128574,0.042
Tmem175,F,2.658464988,0.035
Tmem176a,F,2.374171722,0.04
Tmem185b,F,2.467022159,0.038
Tmem209,F,3.023628473,0.024
Tmem230,F,3.049087959,0.022
