"order","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj","comparison_type"
"Pseudomonadales","Male","week 5","fixed",NA,"treatmentFOS+GOS",1.29121108596615e-05,1.01626912232103e-05,1.27054050704324,15.8963445200592,0.222173070303333,0.666519210909999,"treatment"
"Pseudomonadales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",0,1.02816816176031e-05,0,16.5205711398292,1,1,"treatment"
"Pseudomonadales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",1.09037747045434e-05,NA,NA,NA,NA,NA,"treatment"
"Pseudomonadales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Pseudomonadales","Male","week 5","ran_pars","Residual","sd__Observation",1.92203180112655e-05,NA,NA,NA,NA,NA,"treatment"
"Acholeplasmatales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-5.95290924835136e-15,8.89246404538997e-06,-6.69433041052043e-10,33.9990365680518,0.999999999469782,1,"treatment"
"Acholeplasmatales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",1.35854294029185e-05,8.71977832989862e-06,1.5580016932697,33.9991844334368,0.128493762975021,0.385481288925063,"treatment"
"Acholeplasmatales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",6.44638298623243e-09,NA,NA,NA,NA,NA,"treatment"
"Acholeplasmatales","Female","week 10","ran_pars","cohort","sd__(Intercept)",2.88568142856445e-10,NA,NA,NA,NA,NA,"treatment"
"Acholeplasmatales","Female","week 10","ran_pars","Residual","sd__Observation",2.17819964422554e-05,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Male","week 5","fixed",NA,"treatmentFOS+GOS",-1.10493245505957e-06,9.23577406928576e-06,-0.119636150340024,34.0000000000817,0.90547551394698,1,"treatment"
"Monoglobales","Male","week 5","fixed",NA,"treatmentB. longum APC1472",3.59659361300707e-06,9.41867844048447e-06,0.381857564809492,33.99999999977,0.704943317459287,1,"treatment"
"Monoglobales","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Monoglobales","Male","week 5","ran_pars","Residual","sd__Observation",2.30709562305398e-05,NA,NA,NA,NA,NA,"treatment"
"Chlamydiales","Female","week 5","fixed",NA,"treatmentFOS+GOS",3.28262792620203e-06,4.92328574286389e-06,0.66675551606162,311.170972087014,0.505422385920432,1,"treatment"
"Chlamydiales","Female","week 5","fixed",NA,"treatmentB. longum APC1472",7.95992412904064e-06,4.96859868167916e-06,1.60204609770386,311.170650533956,0.110160030146541,0.330480090439622,"treatment"
"Chlamydiales","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Chlamydiales","Female","week 5","ran_pars","cohort","sd__(Intercept)",5.66582679748231e-06,NA,NA,NA,NA,NA,"treatment"
"Chlamydiales","Female","week 5","ran_pars","Residual","sd__Observation",1.08765039327211e-05,NA,NA,NA,NA,NA,"treatment"
"Obscuribacterales","Female","week 10","fixed",NA,"treatmentFOS+GOS",2.49036592937944e-07,2.93047438645258e-06,0.084981665115118,3.00307670812231,0.937624474179006,1,"treatment"
"Obscuribacterales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",9.5517857243104e-07,3.08534338470461e-06,0.309585823466612,3.02585686678066,0.776972761831365,1,"treatment"
"Obscuribacterales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Obscuribacterales","Female","week 10","ran_pars","cohort","sd__(Intercept)",9.11535016577537e-06,NA,NA,NA,NA,NA,"treatment"
"Obscuribacterales","Female","week 10","ran_pars","Residual","sd__Observation",6.14654587225747e-06,NA,NA,NA,NA,NA,"treatment"
"Pseudomonadales","Female","week 10","fixed",NA,"treatmentFOS+GOS",1.96195562704371e-06,2.94254127619955e-06,0.66675551602718,3.26632295912641,0.549024670708781,1,"treatment"
"Pseudomonadales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",4.75747428200872e-06,2.96962383848316e-06,1.60204609767639,3.29409342497014,0.199356949745162,0.598070849235487,"treatment"
"Pseudomonadales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Pseudomonadales","Female","week 10","ran_pars","cohort","sd__(Intercept)",3.3863419848527e-06,NA,NA,NA,NA,NA,"treatment"
"Pseudomonadales","Female","week 10","ran_pars","Residual","sd__Observation",6.50065087311042e-06,NA,NA,NA,NA,NA,"treatment"
"Micrococcales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-3.610070485484e-14,3.07332149013365e-06,-1.17464785154221e-08,2.64038683106138,0.999999991457486,1,"treatment"
"Micrococcales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",3.11153250154728e-06,2.98338205900427e-06,1.04295475403703,2.68589076886746,0.381617053080405,1,"treatment"
"Micrococcales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",2.53400317873411e-06,NA,NA,NA,NA,NA,"treatment"
"Micrococcales","Female","week 10","ran_pars","cohort","sd__(Intercept)",4.69610074052617e-10,NA,NA,NA,NA,NA,"treatment"
"Micrococcales","Female","week 10","ran_pars","Residual","sd__Observation",6.08931093355461e-06,NA,NA,NA,NA,NA,"treatment"
"Chlamydiales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-3.27890353465801e-06,2.63754890989522e-06,-1.24316312101612,3.26076301134162,0.29569881021133,0.575672319526178,"treatment"
"Chlamydiales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-3.27890353465801e-06,2.5863294922329e-06,-1.26778260252802,3.26076301134162,0.287836159763089,0.575672319526178,"treatment"
"Chlamydiales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Chlamydiales","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Chlamydiales","Female","week 10","ran_pars","Residual","sd__Observation",6.46064900087729e-06,NA,NA,NA,NA,NA,"treatment"
"Corynebacteriales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-1.44432702495298e-07,2.5209886300155e-06,-0.0572920880227889,3.12056608560786,0.957785102382525,1,"treatment"
"Corynebacteriales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",3.25969765732888e-06,2.56664481584487e-06,1.27002288637895,3.11339581609869,0.290686841963341,0.872060525890023,"treatment"
"Corynebacteriales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Corynebacteriales","Male","week 10","ran_pars","cohort","sd__(Intercept)",7.51161419078956e-07,NA,NA,NA,NA,NA,"treatment"
"Corynebacteriales","Male","week 10","ran_pars","Residual","sd__Observation",6.26173712422681e-06,NA,NA,NA,NA,NA,"treatment"
"Eubacteriales","Female","week 10","fixed",NA,"treatmentFOS+GOS",-3.12918470893251e-06,2.35474910675274e-06,-1.32888242741399,2.59649484135588,0.288593215560005,0.614959893335435,"treatment"
"Eubacteriales","Female","week 10","fixed",NA,"treatmentB. longum APC1472",-2.99019381380293e-06,2.30988067996301e-06,-1.29452306335184,2.65775017421036,0.296486195515035,0.614959893335435,"treatment"
"Eubacteriales","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",1.59625719435341e-07,NA,NA,NA,NA,NA,"treatment"
"Eubacteriales","Female","week 10","ran_pars","cohort","sd__(Intercept)",7.13623532074411e-07,NA,NA,NA,NA,NA,"treatment"
"Eubacteriales","Female","week 10","ran_pars","Residual","sd__Observation",5.67060132778409e-06,NA,NA,NA,NA,NA,"treatment"
"Chlamydiales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-1.99118273001006e-06,2.10473742421461e-06,-0.946048047182452,2.922049179512,0.415601611318924,0.713779498047626,"treatment"
"Chlamydiales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-3.01026157465337e-06,2.15871813249642e-06,-1.39446717444866,2.9234894115037,0.259722750762425,0.713779498047626,"treatment"
"Chlamydiales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Chlamydiales","Male","week 10","ran_pars","cohort","sd__(Intercept)",2.55710662221958e-06,NA,NA,NA,NA,NA,"treatment"
"Chlamydiales","Male","week 10","ran_pars","Residual","sd__Observation",5.06889479472225e-06,NA,NA,NA,NA,NA,"treatment"
"Rhizobiales","Male","week 10","fixed",NA,"treatmentFOS+GOS",-7.55648853000606e-07,6.16281237667108e-07,-1.22614288220272,0.884303783992826,0.454999044879295,1,"treatment"
"Rhizobiales","Male","week 10","fixed",NA,"treatmentB. longum APC1472",-7.55648853000606e-07,6.27330951663111e-07,-1.20454578400334,0.889625361350418,0.459358174126536,1,"treatment"
"Rhizobiales","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",3.23301939954138e-07,NA,NA,NA,NA,NA,"treatment"
"Rhizobiales","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"treatment"
"Rhizobiales","Male","week 10","ran_pars","Residual","sd__Observation",1.45830631407782e-06,NA,NA,NA,NA,NA,"treatment"
