"genus","sex","timepoint","effect","group","term","estimate","std.error","statistic","df","p.value","p.adj","comparison_type"
"Faecalibaculum","Female","week 10","fixed",NA,"dietHFHS",0.000552376903671963,0.00538804558582237,0.102518973693437,21.7865690067017,0.919282523603568,0.919282523603568,"diet"
"Faecalibaculum","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Faecalibaculum","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.0108027593770437,NA,NA,NA,NA,NA,"diet"
"Faecalibaculum","Female","week 10","ran_pars","Residual","sd__Observation",0.0109579883298602,NA,NA,NA,NA,NA,"diet"
"Turicibacter","Male","week 5","fixed",NA,"dietHFHS",-0.0074292876295418,0.00400580753270504,-1.85462920244822,13.3863037807089,0.0858055392406033,0.0858055392406033,"diet"
"Turicibacter","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00305274588778346,NA,NA,NA,NA,NA,"diet"
"Turicibacter","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Turicibacter","Male","week 5","ran_pars","Residual","sd__Observation",0.00870870074539148,NA,NA,NA,NA,NA,"diet"
"Odoribacter","Female","week 5","fixed",NA,"dietHFHS",-0.00437426798403591,0.00675307724670119,-0.64774440217942,7.7726130324568,0.535809695061833,0.535809695061833,"diet"
"Odoribacter","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0096613882711257,NA,NA,NA,NA,NA,"diet"
"Odoribacter","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Odoribacter","Female","week 5","ran_pars","Residual","sd__Observation",0.00589756224101749,NA,NA,NA,NA,NA,"diet"
"Rikenellaceae RC9 gut group","Female","week 10","fixed",NA,"dietHFHS",0.000376833545184126,0.00889703281830921,0.0423549685473386,7.53434455577819,0.967316516652519,0.967316516652519,"diet"
"Rikenellaceae RC9 gut group","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.0122167317119882,NA,NA,NA,NA,NA,"diet"
"Rikenellaceae RC9 gut group","Female","week 10","ran_pars","cohort","sd__(Intercept)",1.49662381526308e-07,NA,NA,NA,NA,NA,"diet"
"Rikenellaceae RC9 gut group","Female","week 10","ran_pars","Residual","sd__Observation",0.00944952985026421,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Male","week 10","fixed",NA,"dietHFHS",0.00445635570736897,0.00385903187027589,1.15478593003959,21.3437776461925,0.260943732566779,0.260943732566779,"diet"
"Lachnoclostridium","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00460311894897434,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Male","week 10","ran_pars","Residual","sd__Observation",0.00908295030524366,NA,NA,NA,NA,NA,"diet"
"Faecalibaculum","Female","week 5","fixed",NA,"dietHFHS",-0.0180680311885264,0.00489296906574054,-3.69265183281756,5.87400710695966,0.0105708507746224,0.0105708507746224,"diet"
"Faecalibaculum","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00445664887969536,NA,NA,NA,NA,NA,"diet"
"Faecalibaculum","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00322019411631386,NA,NA,NA,NA,NA,"diet"
"Faecalibaculum","Female","week 5","ran_pars","Residual","sd__Observation",0.0088053732792298,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Male","week 5","fixed",NA,"dietHFHS",0.0110728124019948,0.00431642303327595,2.56527507073167,7.59910538430036,0.034796722541786,0.0695934450835719,"diet"
"Lachnoclostridium","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00508134489711511,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00237603092601274,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Male","week 5","ran_pars","Residual","sd__Observation",0.00740279732033811,NA,NA,NA,NA,NA,"diet"
"Clostridium sensu stricto 1","Female","week 5","fixed",NA,"dietHFHS",0.0111936086500782,0.0035376606580683,3.1641272954061,21.5378097879351,0.00457691263874179,0.00915382527748358,"diet"
"Clostridium sensu stricto 1","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Clostridium sensu stricto 1","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00456274827690771,NA,NA,NA,NA,NA,"diet"
"Clostridium sensu stricto 1","Female","week 5","ran_pars","Residual","sd__Observation",0.00756653293438499,NA,NA,NA,NA,NA,"diet"
"Acetatifactor","Female","week 5","fixed",NA,"dietHFHS",0.0128423588427001,0.00344571226055102,3.7270549226436,17.4782469136352,0.00160979560770882,0.00321959121541765,"diet"
"Acetatifactor","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Acetatifactor","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00210678262823444,NA,NA,NA,NA,NA,"diet"
"Acetatifactor","Female","week 5","ran_pars","Residual","sd__Observation",0.00804710034401637,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Female","week 10","fixed",NA,"dietHFHS",0.00449540720700422,0.00438332297542432,1.02557060755238,18.6120917155447,0.318239418687658,0.318239418687658,"diet"
"Incertae Sedis","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00270624708713395,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Female","week 10","ran_pars","Residual","sd__Observation",0.0102285519839954,NA,NA,NA,NA,NA,"diet"
"Rikenella","Female","week 10","fixed",NA,"dietHFHS",0.0108752631856366,0.00416580830588765,2.61060096554761,5.54034603728831,0.0431855707137646,0.0863711414275292,"diet"
"Rikenella","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00372073881666335,NA,NA,NA,NA,NA,"diet"
"Rikenella","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00158567393254646,NA,NA,NA,NA,NA,"diet"
"Rikenella","Female","week 10","ran_pars","Residual","sd__Observation",0.00793396009780655,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Female","week 5","fixed",NA,"dietHFHS",0.00949214286780374,0.00515254921091427,1.84222265120675,5.25173051789797,0.121991470963651,0.121991470963651,"diet"
"Lachnoclostridium","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00514544686866988,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00379113083997318,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Female","week 5","ran_pars","Residual","sd__Observation",0.00851547404222322,NA,NA,NA,NA,NA,"diet"
"Coriobacteriaceae UCG-002","Male","week 5","fixed",NA,"dietHFHS",0.00429337220618355,0.00395145254495423,1.08653011957993,21.999999999893,0.289006438815712,0.33419939115693,"diet"
"Coriobacteriaceae UCG-002","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Coriobacteriaceae UCG-002","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Coriobacteriaceae UCG-002","Male","week 5","ran_pars","Residual","sd__Observation",0.00967904247795987,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Female","week 10","fixed",NA,"dietHFHS",0.00585750713662755,0.00434721554751066,1.34741585104556,21.9999999997719,0.191560691592467,0.191560691592467,"diet"
"Desulfovibrio","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Female","week 10","ran_pars","Residual","sd__Observation",0.0106484598932949,NA,NA,NA,NA,NA,"diet"
"Mucispirillum","Male","week 10","fixed",NA,"dietHFHS",-0.00220330175594285,0.00312078203071603,-0.706009498342737,19.4706494809823,0.488544616048735,0.488544616048735,"diet"
"Mucispirillum","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",4.87671118048265e-10,NA,NA,NA,NA,NA,"diet"
"Mucispirillum","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00900616205717476,NA,NA,NA,NA,NA,"diet"
"Mucispirillum","Male","week 10","ran_pars","Residual","sd__Observation",0.0071222828930145,NA,NA,NA,NA,NA,"diet"
"HT002","Male","week 5","fixed",NA,"dietHFHS",-0.00865507029538454,0.00400852553764729,-2.15916556202469,8.50717443254086,0.060870184565965,0.0627747711523512,"diet"
"HT002","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0057631287514763,NA,NA,NA,NA,NA,"diet"
"HT002","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00394538321840408,NA,NA,NA,NA,NA,"diet"
"HT002","Male","week 5","ran_pars","Residual","sd__Observation",0.00489623000872881,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Male","week 10","fixed",NA,"dietHFHS",0.00351654867025774,0.00347835319139508,1.01098090871196,21.3441828072112,0.323349787853342,0.323349787853342,"diet"
"Incertae Sedis","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00479322921180356,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Male","week 10","ran_pars","Residual","sd__Observation",0.00813818235383685,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Male","week 10","fixed",NA,"dietHFHS",0.00391513866609955,0.00341266038806171,1.14723946156366,21.9083176472984,0.263657398820981,0.263657398820981,"diet"
"Desulfovibrio","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00179678529206146,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Male","week 10","ran_pars","Residual","sd__Observation",0.00825246594347608,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Female","week 5","fixed",NA,"dietHFHS",-0.00367074519316631,0.00505346967637815,-0.72638116546435,6.70234009473536,0.492185878298386,0.492185878298386,"diet"
"Incertae Sedis","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00632479966361277,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00400974880682124,NA,NA,NA,NA,NA,"diet"
"Incertae Sedis","Female","week 5","ran_pars","Residual","sd__Observation",0.0058097544247733,NA,NA,NA,NA,NA,"diet"
"Intestinimonas","Male","week 5","fixed",NA,"dietHFHS",0.00852100227433833,0.00317208100901424,2.68624989403607,8.22654799783191,0.026978015545726,0.0539560310914521,"diet"
"Intestinimonas","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0033262374304336,NA,NA,NA,NA,NA,"diet"
"Intestinimonas","Male","week 5","ran_pars","cohort","sd__(Intercept)",0.00186136998993343,NA,NA,NA,NA,NA,"diet"
"Intestinimonas","Male","week 5","ran_pars","Residual","sd__Observation",0.00593478583029238,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Male","week 10","fixed",NA,"dietHFHS",0.00528594591758747,0.0040194221165826,1.31510096831574,9.21788285449776,0.220249088768743,0.220249088768743,"diet"
"Parabacteroides","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00422728971538086,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Male","week 10","ran_pars","Residual","sd__Observation",0.00765337744932397,NA,NA,NA,NA,NA,"diet"
"Intestinimonas","Female","week 10","fixed",NA,"dietHFHS",0.00723287145434367,0.00326442455691117,2.21566506691994,20.8863115700571,0.0379601573704894,0.0379601573704894,"diet"
"Intestinimonas","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Intestinimonas","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00339265218144503,NA,NA,NA,NA,NA,"diet"
"Intestinimonas","Female","week 10","ran_pars","Residual","sd__Observation",0.00718752111345744,NA,NA,NA,NA,NA,"diet"
"HT002","Female","week 5","fixed",NA,"dietHFHS",-0.00677982575499342,0.00366129985982221,-1.85175375264747,6.33484309538094,0.110920549636307,0.195460694242191,"diet"
"HT002","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00392209061557642,NA,NA,NA,NA,NA,"diet"
"HT002","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00354227555607204,NA,NA,NA,NA,NA,"diet"
"HT002","Female","week 5","ran_pars","Residual","sd__Observation",0.00532623979720314,NA,NA,NA,NA,NA,"diet"
"Bilophila","Female","week 10","fixed",NA,"dietHFHS",0.00231120930666407,0.00339704042901202,0.680359670413536,21.9999999998057,0.503374535217453,0.503374535217453,"diet"
"Bilophila","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Bilophila","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Bilophila","Female","week 10","ran_pars","Residual","sd__Observation",0.0083210156866847,NA,NA,NA,NA,NA,"diet"
"Intestinimonas","Male","week 10","fixed",NA,"dietHFHS",0.00581910251974889,0.00307555440855755,1.89204993530843,21.2183401392092,0.0722106455268554,0.0722106455268554,"diet"
"Intestinimonas","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Intestinimonas","Male","week 10","ran_pars","cohort","sd__(Intercept)",0.00459105440453542,NA,NA,NA,NA,NA,"diet"
"Intestinimonas","Male","week 10","ran_pars","Residual","sd__Observation",0.00717227111771124,NA,NA,NA,NA,NA,"diet"
"Roseburia","Male","week 5","fixed",NA,"dietHFHS",0.00404137653563987,0.00304339131807965,1.32791879625586,9.71950775250437,0.214544770489403,0.42870487742193,"diet"
"Roseburia","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.0034461218649206,NA,NA,NA,NA,NA,"diet"
"Roseburia","Male","week 5","ran_pars","cohort","sd__(Intercept)",1.31027399266212e-07,NA,NA,NA,NA,NA,"diet"
"Roseburia","Male","week 5","ran_pars","Residual","sd__Observation",0.00550046724316596,NA,NA,NA,NA,NA,"diet"
"Odoribacter","Female","week 10","fixed",NA,"dietHFHS",-0.00309042680427098,0.00536415146825276,-0.576125939500663,7.92924355220066,0.58051014278158,0.58051014278158,"diet"
"Odoribacter","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00734194521915871,NA,NA,NA,NA,NA,"diet"
"Odoribacter","Female","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Odoribacter","Female","week 10","ran_pars","Residual","sd__Observation",0.00576714028141371,NA,NA,NA,NA,NA,"diet"
"Bilophila","Female","week 5","fixed",NA,"dietHFHS",0.00756700928740745,0.00314319476467347,2.40742615521427,7.87298211794043,0.043157672754415,0.0809989701293733,"diet"
"Bilophila","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00400913380213598,NA,NA,NA,NA,NA,"diet"
"Bilophila","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00076610729204926,NA,NA,NA,NA,NA,"diet"
"Bilophila","Female","week 5","ran_pars","Residual","sd__Observation",0.00405540023588641,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Female","week 10","fixed",NA,"dietHFHS",-0.000499313035319886,0.00321553082980325,-0.155281681858556,6.32463748192779,0.881437369880666,0.881437369880666,"diet"
"Parabacteroides","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00340578897599244,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00223514477602093,NA,NA,NA,NA,NA,"diet"
"Parabacteroides","Female","week 10","ran_pars","Residual","sd__Observation",0.00505782527079964,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Female","week 5","fixed",NA,"dietHFHS",0.00174544285231274,0.00286187531545816,0.609894792720317,21.999999999322,0.548179921450878,0.548179921450878,"diet"
"Desulfovibrio","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Female","week 5","ran_pars","Residual","sd__Observation",0.00701013423033912,NA,NA,NA,NA,NA,"diet"
"Roseburia","Male","week 10","fixed",NA,"dietHFHS",-0.000142594725419787,0.00295114915111235,-0.0483183729856691,10.305838847447,0.962386112978629,0.962386112978629,"diet"
"Roseburia","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00408915107480375,NA,NA,NA,NA,NA,"diet"
"Roseburia","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Roseburia","Male","week 10","ran_pars","Residual","sd__Observation",0.00417805690862521,NA,NA,NA,NA,NA,"diet"
"HT002","Female","week 10","fixed",NA,"dietHFHS",0.0037067972001223,0.00324555120659766,1.14211638152157,5.55917479568565,0.300199532440405,0.600399064880811,"diet"
"HT002","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00266030904569476,NA,NA,NA,NA,NA,"diet"
"HT002","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00262619645598582,NA,NA,NA,NA,NA,"diet"
"HT002","Female","week 10","ran_pars","Residual","sd__Observation",0.00602599142367784,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Female","week 10","fixed",NA,"dietHFHS",0.00315643300057989,0.0034752555882658,0.908259240338345,5.01908505198691,0.405239919817421,0.405239919817421,"diet"
"Lachnoclostridium","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00318054504491119,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.00194281974121178,NA,NA,NA,NA,NA,"diet"
"Lachnoclostridium","Female","week 10","ran_pars","Residual","sd__Observation",0.00634718575216918,NA,NA,NA,NA,NA,"diet"
"Roseburia","Female","week 5","fixed",NA,"dietHFHS",0.00876975961431891,0.00370865195252452,2.3646758246886,8.01893709478455,0.0455523472345371,0.0689122779413095,"diet"
"Roseburia","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00497383192776598,NA,NA,NA,NA,NA,"diet"
"Roseburia","Female","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Roseburia","Female","week 5","ran_pars","Residual","sd__Observation",0.00427504003665521,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Male","week 5","fixed",NA,"dietHFHS",0.00139547027594764,0.00318046666919377,0.438762741790148,10.5475867388097,0.66968508550899,0.66968508550899,"diet"
"Desulfovibrio","Male","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00242666510788982,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Male","week 5","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Desulfovibrio","Male","week 5","ran_pars","Residual","sd__Observation",0.00691222168929956,NA,NA,NA,NA,NA,"diet"
"Rikenella","Female","week 5","fixed",NA,"dietHFHS",-0.00533205243605482,0.00379374214117487,-1.40548625542683,7.77858457786077,0.198536533882257,0.198536533882257,"diet"
"Rikenella","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00549258044589655,NA,NA,NA,NA,NA,"diet"
"Rikenella","Female","week 5","ran_pars","cohort","sd__(Intercept)",5.03761077358244e-08,NA,NA,NA,NA,NA,"diet"
"Rikenella","Female","week 5","ran_pars","Residual","sd__Observation",0.0030657353888109,NA,NA,NA,NA,NA,"diet"
"Odoribacter","Male","week 10","fixed",NA,"dietHFHS",-0.00594249987372702,0.00354851140114295,-1.67464584496276,10.2296486116494,0.124258782325409,0.124258782325409,"diet"
"Odoribacter","Male","week 10","ran_pars","dam_cage","sd__(Intercept)",0.00583598950616041,NA,NA,NA,NA,NA,"diet"
"Odoribacter","Male","week 10","ran_pars","cohort","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Odoribacter","Male","week 10","ran_pars","Residual","sd__Observation",0.00258611316411225,NA,NA,NA,NA,NA,"diet"
"A2","Female","week 5","fixed",NA,"dietHFHS",-0.00332149656338827,0.00312242386399498,-1.06375582177962,7.41580600177839,0.320846385313343,0.320846385313343,"diet"
"A2","Female","week 5","ran_pars","dam_cage","sd__(Intercept)",0.00369492602713807,NA,NA,NA,NA,NA,"diet"
"A2","Female","week 5","ran_pars","cohort","sd__(Intercept)",0.00287747195213645,NA,NA,NA,NA,NA,"diet"
"A2","Female","week 5","ran_pars","Residual","sd__Observation",0.00391825235252598,NA,NA,NA,NA,NA,"diet"
"Acetatifactor","Female","week 10","fixed",NA,"dietHFHS",0.00237811861844229,0.00158332716503613,1.50197550509911,15.8080026469829,0.152814484945742,0.305628969891484,"diet"
"Acetatifactor","Female","week 10","ran_pars","dam_cage","sd__(Intercept)",0,NA,NA,NA,NA,NA,"diet"
"Acetatifactor","Female","week 10","ran_pars","cohort","sd__(Intercept)",0.000557999809370132,NA,NA,NA,NA,NA,"diet"
"Acetatifactor","Female","week 10","ran_pars","Residual","sd__Observation",0.00381164035328862,NA,NA,NA,NA,NA,"diet"
